track_id,speechiness,duration_ms,tempo,energy,acousticness,valence,key,instrumentalness,liveness,loudness,danceability,time_signature,mode,track,charted,track_name,track_popularity,artist_id,artist_name,artist_popularity,artist_followers
0qksx8mV28lztYIZ1om8ml,0.0487,304200,116.705,0.803,0.0334,0.286,4,0.0,0.0688,-6.186,0.396,3,1,0qksx8mV28lztYIZ1om8ml,35,Shiver,67,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,40064381
4NwJWJ7rIZBnv8TwNRhGG2,0.0462,173631,101.99,0.877,0.462,0.802,3,0.00943,0.083,-4.465,0.697,4,1,4NwJWJ7rIZBnv8TwNRhGG2,85,Left Hand Free,35,3XHO7cRUPCLOr6jwp8vsx5,alt-J,69,3080433
0KNVDEeZWXZPIYKqJeRRpX,0.0392,174013,165.209,0.866,3.03e-05,0.544,2,2.92e-05,0.295,-3.274,0.352,4,1,0KNVDEeZWXZPIYKqJeRRpX,35,If You Wanna,0,0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,57,724331
23NPGXlSaIqWzvxIRhM2oG,0.0457,265507,84.275,0.49,0.0168,0.513,4,0.000534,0.136,-8.046,0.554,4,1,23NPGXlSaIqWzvxIRhM2oG,13,Under the Bridge,58,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,82,18737069
0G5F2msfVO77xs7ql2RiTS,0.052,245707,136.282,0.914,0.0225,0.449,2,0.000441,0.353,-6.727,0.541,4,1,0G5F2msfVO77xs7ql2RiTS,1,Beautiful Day,0,51Blml2LZPmy7TTiAg47vQ,U2,76,10420692
2takcwOaAZWiXQijPHIx7B,0.0556,237040,118.211,0.842,0.00242,0.428,9,0.00686,0.0866,-5.883,0.585,4,0,2takcwOaAZWiXQijPHIx7B,8,Time is Running Out,68,12Chz98pHFMPJEknJQMWvI,Muse,75,7214355
22c2pt75xtnDddA5Zlm0yy,0.0313,200560,104.018,0.862,0.0398,0.77,11,0.0,0.0818,-5.876,0.73,4,1,22c2pt75xtnDddA5Zlm0yy,24,All Star,3,2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,64,902970
1IGkKaoHZLodoscIoHVia0,0.047,215000,123.091,0.939,0.0884,0.748,0,0.000612,0.81,-2.887,0.414,4,1,1IGkKaoHZLodoscIoHVia0,4,Do You Want To,0,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,67,2327328
1Dr1fXbc2IxaK1Mu8P8Khz,0.034,178000,97.546,0.909,0.0175,0.814,11,0.0,0.231,-4.236,0.531,4,1,1Dr1fXbc2IxaK1Mu8P8Khz,27,When I Come Around,75,7oPftvlwr6VrsViSDV7fJY,Green Day,78,13562825
2lFTzUnuGaWlWHJQokjRyb,0.0633,209440,117.963,0.837,0.418,0.488,3,0.0,0.0821,-4.405,0.558,4,1,2lFTzUnuGaWlWHJQokjRyb,32,Blue Jeans,62,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,88,18922353
0Wl42CUb1phIU9O2aR1wXI,0.0278,198467,129.3,0.426,0.0482,0.195,4,0.737,0.121,-9.267,0.515,4,0,0Wl42CUb1phIU9O2aR1wXI,11,Disarm,49,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,71,4202480
7C6NcqS3fNDXLgP5L2Kbgp,0.0469,212133,151.111,0.969,0.015,0.8,9,5.47e-05,0.14,-3.391,0.439,4,1,7C6NcqS3fNDXLgP5L2Kbgp,29,Just Like Heaven,0,7bu3H8JO7d0UbMoVzbo70s,The Cure,75,4083676
7c3nNKoU8YQZP0b9iY1DPr,0.152,206835,81.208,0.932,9.51e-05,0.212,2,0.125,0.372,-3.272,0.201,4,0,7c3nNKoU8YQZP0b9iY1DPr,99,Free,0,4A9xtvezlouTD7H0kyUje9,Twin Atlantic,41,149091
71O1jD7bF3cdMPvPi186V6,0.0349,276720,131.004,0.776,0.0155,0.429,1,0.00314,0.203,-5.056,0.477,4,1,71O1jD7bF3cdMPvPi186V6,12,I Will Wait,0,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,71,6386564
38xWaVFKaxZlMFvzNff2aW,0.0244,261427,94.003,0.699,0.174,0.535,10,0.0,0.0789,-4.504,0.627,4,1,38xWaVFKaxZlMFvzNff2aW,21,Breakeven,68,3AQRLZ9PuTAozP28Skbq8V,The Script,73,7584805
0ancVQ9wEcHVd0RrGICTE4,0.0371,237027,104.56,0.664,0.000389,0.49,9,0.000655,0.133,-8.851,0.279,4,1,0ancVQ9wEcHVd0RrGICTE4,3,Take Me Out,0,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,67,2327328
5wQnmLuC1W7ATsArWACrgW,0.0752,311107,96.95,0.905,0.000289,0.236,2,0.00011,0.222,-4.103,0.217,4,1,5wQnmLuC1W7ATsArWACrgW,1,Welcome to the Black Parade,78,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,77,7214795
5MsZIaCYY6Tsdph0LiB0hE,0.0559,203413,90.013,0.915,0.0013,0.606,4,3.74e-05,0.206,-3.713,0.552,4,1,5MsZIaCYY6Tsdph0LiB0hE,90,Alone Together,60,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,77,9643381
0CwYG1UnRmOx8Q1EzElCIL,0.0333,222067,100.011,0.796,0.00107,0.182,0,0.0,0.106,-4.501,0.46,4,0,0CwYG1UnRmOx8Q1EzElCIL,74,Second Chance,68,70BYFdaZbEKbeauJ670ysI,Shinedown,70,3617820
0melIwOKh1JH4RjI1Is10w,0.0615,278653,170.886,0.583,0.0329,0.67,0,0.000124,0.359,-4.902,0.509,4,1,0melIwOKh1JH4RjI1Is10w,15,No One Knows,34,4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,68,3098790
6SpLc7EXZIPpy0sVko0aoU,0.0735,211520,172.977,0.906,0.00272,0.731,1,9.26e-06,0.113,-3.677,0.517,4,1,6SpLc7EXZIPpy0sVko0aoU,17,Misery Business,76,74XFHRwlV6OrjEM0A2NCMF,Paramore,78,7312731
1JqTcOjOn7gEpeC0JcRVPa,0.0303,272175,122.995,0.784,0.0842,0.543,4,0.0121,0.231,-5.514,0.671,4,0,1JqTcOjOn7gEpeC0JcRVPa,14,We Are The People,44,67hb7towEyKvt5Z8Bx306c,Empire of the Sun,68,1224346
5fVZC9GiM4e8vu99W0Xf6J,0.0379,262533,122.035,0.743,0.269,0.361,10,0.0,0.101,-4.08,0.64,4,1,5fVZC9GiM4e8vu99W0Xf6J,4,How to Save a Life,79,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,68,3769077
23oxJmDc1V9uLUSmN2LIvx,0.0638,198267,173.734,0.904,3.43e-05,0.786,6,2.83e-05,0.0947,-3.751,0.486,4,0,23oxJmDc1V9uLUSmN2LIvx,65,Ocean Avenue,72,3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,61,1345794
60a0Rd6pjrkxjPbaKzXjfq,0.0584,216880,105.143,0.864,0.00958,0.4,3,0.0,0.209,-5.87,0.556,4,0,60a0Rd6pjrkxjPbaKzXjfq,8,In the End,85,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,82,22125750
34KTEhpPjq6IAgQg2yzJAL,0.027,329733,96.483,0.767,0.0021,0.328,9,0.00165,0.127,-2.788,0.592,4,0,34KTEhpPjq6IAgQg2yzJAL,16,Californication,59,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,82,18737069
7nnWIPM5hwE3DaUBkvOIpy,0.036,232453,90.565,0.792,0.0562,0.666,4,0.0121,0.119,-7.34,0.645,4,0,7nnWIPM5hwE3DaUBkvOIpy,40,Drive,75,3YcBF2ttyueytpXtEzn1Za,Incubus,67,2973665
73rXtIItWU8symwYF0bEB8,0.058,218880,133.976,0.923,0.0018,0.516,6,1.29e-05,0.339,-3.837,0.532,4,0,73rXtIItWU8symwYF0bEB8,33,I Don't Care,42,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,77,9643381
3LpnzPxkMI6XS4JCbhNeek,0.045,231133,90.264,0.817,0.00228,0.0992,6,0.00417,0.372,-7.282,0.396,4,1,3LpnzPxkMI6XS4JCbhNeek,48,I Alone,63,6eoJpTIlcuxJNjV5fDzDJH,Live,60,696793
5npqVYHjQeHFTE9iZBio6Q,0.186,200013,169.512,0.874,0.0363,0.416,11,0.0,0.108,-4.755,0.35,4,0,5npqVYHjQeHFTE9iZBio6Q,1,When The Sun Goes Down,0,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,87,17060943
76aadnUFFANRNDs6L3aqxw,0.036,282947,105.754,0.753,0.0417,0.434,3,0.0,0.389,-4.618,0.545,4,0,76aadnUFFANRNDs6L3aqxw,98,Through Glass,49,49qiE8dj4JuNdpYGRPdKbF,Stone Sour,63,2598791
3HfB5hBU0dmBt8T0iCmH42,0.035,235667,91.834,0.344,0.00563,0.126,7,0.000473,0.115,-13.057,0.532,4,1,3HfB5hBU0dmBt8T0iCmH42,7,Creep,0,4Z8W4fKeB5YxbusRsdQVPb,Radiohead,79,7580161
0OYcEfskah1egYHjYRvbg1,0.0292,290360,110.007,0.393,0.00479,0.0641,11,0.0107,0.107,-7.813,0.534,4,1,0OYcEfskah1egYHjYRvbg1,46,Shadow of the Day,65,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,82,22125750
7utRJ4BeYx85khzP3lKoBX,0.0257,271760,153.744,0.242,0.835,0.312,9,0.536,0.133,-12.238,0.498,4,1,7utRJ4BeYx85khzP3lKoBX,5,Tears in Heaven,46,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,70,5105679
27m1soUndRthrAA1ediOXn,0.0393,195267,116.855,0.324,0.195,0.679,8,0.0,0.101,-13.017,0.729,4,0,27m1soUndRthrAA1ediOXn,1,I Heard It Through The Grapevine,2,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,72,4774087
4BYGxv4rxSNcTgT3DsFB9o,0.0786,171427,108.599,0.898,0.00627,0.434,2,0.728,0.0668,-5.249,0.529,4,1,4BYGxv4rxSNcTgT3DsFB9o,3,Purple Haze,49,776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,70,5908806
33fdvicpRVPWCPz19Obajn,0.0392,240440,123.28,0.725,0.123,0.335,10,2.68e-05,0.0983,-3.304,0.49,4,1,33fdvicpRVPWCPz19Obajn,8,Back To Black,0,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,74,8147644
7E2u1onzVWsec2Qp7Xrb4A,0.0435,185813,59.2,0.284,0.733,0.224,9,0.0,0.325,-11.596,0.356,4,1,7E2u1onzVWsec2Qp7Xrb4A,8,On The Road Again,32,27a0GiCba9K9lnkKidroFU,Canned Heat,56,548531
4Edtgs4Io5HYYN6MDZ4i5G,0.0504,292067,166.492,0.637,0.0863,0.679,3,1.86e-06,0.0532,-10.191,0.553,4,1,4Edtgs4Io5HYYN6MDZ4i5G,31,Let's Get It On,0,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,72,4774087
7s25THrKz86DM225dOYwnr,0.041,147600,114.95,0.558,0.164,0.965,0,2.2e-05,0.0546,-5.226,0.805,4,1,7s25THrKz86DM225dOYwnr,10,Respect,73,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,69,3007326
0tWfy6tlwp5jy934GLJXBJ,0.0257,172560,87.839,0.427,0.225,0.465,11,6.33e-06,0.172,-12.116,0.396,4,0,0tWfy6tlwp5jy934GLJXBJ,11,I Feel Free,17,74oJ4qxwOZvX6oSsu1DGnw,Cream,61,2043391
1Er5JMNcguoBMFXxwZ7BWH,0.0267,147027,124.964,0.534,0.437,0.649,6,3.33e-06,0.328,-9.054,0.629,4,0,1Er5JMNcguoBMFXxwZ7BWH,77,White Winter Hymnal,0,4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,64,1238838
3D7LMAS2AtiHjEVvGqyMDz,0.0534,185200,109.346,0.444,0.066,0.691,7,0.0262,0.113,-11.704,0.729,3,1,3D7LMAS2AtiHjEVvGqyMDz,1,Little Red Rooster,0,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,77,12348016
4nVBt6MZDDP6tRVdQTgxJg,0.0477,245493,121.07,0.663,0.225,0.286,3,0.0,0.119,-5.802,0.6,4,1,4nVBt6MZDDP6tRVdQTgxJg,2,Story of My Life,82,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,84,28271703
3caSGRAL5Q3b4SVKNQKAGQ,0.0399,204523,124.016,0.63,0.00608,0.656,7,4.59e-06,0.0984,-5.515,0.679,4,1,3caSGRAL5Q3b4SVKNQKAGQ,1,What About Us,0,15qI5w4XJFLRMwOp2VrlD5,The Saturdays,53,733231
3GfOAdcoc3X5GPiiXmpBjK,0.0904,121880,129.701,0.709,0.00188,0.855,8,0.00447,0.0657,-6.736,0.658,4,1,3GfOAdcoc3X5GPiiXmpBjK,2,Song 2,67,7MhMgCo0Bl0Kukl93PZbYS,Blur,68,2672511
5K16Je2j1RTFrh7VqjEPcl,0.0288,171707,127.39,0.934,0.465,0.985,4,0.00116,0.169,-4.684,0.725,4,0,5K16Je2j1RTFrh7VqjEPcl,1,House Of Fun,0,4AYkFtEBnNnGuoo8HaHErd,Madness,59,652681
30uJNlHIjfDeE4vr8g9fpf,0.0336,193030,130.014,0.638,0.249,0.872,5,0.0,0.116,-6.455,0.728,4,0,30uJNlHIjfDeE4vr8g9fpf,82,Snap Out Of It,0,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,87,17060943
4WC1QKJvvYiVtMTI1KgkzS,0.0969,191853,128.054,0.84,0.0167,0.571,2,0.0,0.501,-2.84,0.661,4,1,4WC1QKJvvYiVtMTI1KgkzS,1,Swagger Jagger,38,4m4SfDVbF5wxrwEjDKgi4k,Cher Lloyd,60,2602143
4cuB1Z3whEUoPLIjlHCkp3,0.0828,121320,92.482,0.864,0.683,0.887,0,0.0,0.219,-5.806,0.485,4,1,4cuB1Z3whEUoPLIjlHCkp3,1,It's Not Unusual,33,1T0wRBO0CK0vK8ouUMqEl5,Tom Jones,62,759689
1dv3ePjze9tPq2pk8eWJdR,0.0309,270773,118.65,0.616,0.463,0.509,1,0.0408,0.173,-8.128,0.63,4,0,1dv3ePjze9tPq2pk8eWJdR,76,Gimme Shelter,1,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,77,12348016
3mqRLlD9j92BBv1ueFhJ1l,0.0606,187040,138.391,0.877,0.154,0.749,4,0.0,0.328,-6.905,0.632,4,1,3mqRLlD9j92BBv1ueFhJ1l,10,Parklife,56,7MhMgCo0Bl0Kukl93PZbYS,Blur,68,2672511
5AtDUE1dzX1v962kqqMBFc,0.0612,324134,125.99,0.949,2.05e-05,0.633,7,0.00662,0.301,-5.157,0.505,4,1,5AtDUE1dzX1v962kqqMBFc,23,Papillon,0,6e9wIFWhBPHLE9bXK8gtBI,Editors,56,690184
6TBmUrZflEhWqkuEWxaoEU,0.0402,166693,141.915,0.817,0.000781,0.723,2,2.44e-06,0.283,-2.931,0.448,4,0,6TBmUrZflEhWqkuEWxaoEU,7,Golden Skans,0,2qlAMLpUyBjZgnzuFXXZXI,Klaxons,51,273191
0bg6otrW5gxNnlCqrCrXyd,0.0853,203867,119.968,0.804,0.00332,0.818,4,0.0,0.0329,-3.177,0.754,4,1,0bg6otrW5gxNnlCqrCrXyd,1,Dynamite,0,6MF9fzBmfXghAz953czmBC,Taio Cruz,68,2170871
0NLMTwdtea5BvVdqx9CpSj,0.0328,284120,108.02,0.885,0.0203,0.255,9,2.98e-05,0.0304,-5.519,0.537,4,1,0NLMTwdtea5BvVdqx9CpSj,15,Just Say Yes,0,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,67,2717212
1mj5HO7KEAopJDRZXRnESe,0.28,259867,163.064,0.881,0.00228,0.663,7,0.0,0.663,-3.22,0.581,4,0,1mj5HO7KEAopJDRZXRnESe,9,Nobody's Perfect,52,2gsggkzM5R49q6jpPvazou,Jessie J,71,10570184
1lYOlG9ZNtz5p3eSgnMn0Z,0.0425,213600,116.601,0.891,0.00608,0.791,9,0.0,0.0538,-6.092,0.523,4,1,1lYOlG9ZNtz5p3eSgnMn0Z,5,Charmless Man,48,7MhMgCo0Bl0Kukl93PZbYS,Blur,68,2672511
3WSyYBhLZRLbQo2tJgFvSR,0.027,281853,96.075,0.824,0.171,0.749,5,0.000225,0.258,-9.864,0.6,4,0,3WSyYBhLZRLbQo2tJgFvSR,1,Sleeping Satellite,62,6EgtYGZoF5jLydCpz43xu1,Tasmin Archer,44,18032
33e9HtOfO1ye1h8xQ7Foc9,0.0374,215627,141.938,0.499,0.0536,0.345,4,4.4e-05,0.113,-9.463,0.592,4,1,33e9HtOfO1ye1h8xQ7Foc9,31,The Cave,0,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,71,6386564
4OjWzYIZxHMZCzNvbcgniD,0.0629,179987,120.244,0.727,0.425,0.969,7,0.0153,0.115,-7.581,0.556,4,1,4OjWzYIZxHMZCzNvbcgniD,1,Honky Tonk Women,0,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,77,12348016
3idthQ24V2aPRcthv7Aq5o,0.029,244867,126.077,0.706,0.00263,0.569,9,0.00125,0.122,-9.446,0.561,4,1,3idthQ24V2aPRcthv7Aq5o,2,Sit Down,0,0qLNsNKm8bQcMoRFkR8Hmh,James,58,477580
3jfr0TF6DQcOLat8gGn7E2,0.0323,272394,85.03,0.532,0.186,0.405,5,0.000263,0.217,-7.596,0.548,4,1,3jfr0TF6DQcOLat8gGn7E2,11,Do I Wanna Know?,0,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,87,17060943
5YSI1311X8t31PBjkBG4CZ,0.0312,269067,124.572,0.392,0.366,0.52,1,0.0452,0.124,-11.381,0.481,4,1,5YSI1311X8t31PBjkBG4CZ,1,Wuthering Heights,69,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,73,1544689
2SMn57cBVxoD4TArscpovk,0.0756,160720,124.04,0.472,0.74,0.707,4,0.286,0.145,-11.077,0.871,4,1,2SMn57cBVxoD4TArscpovk,34,Islands,0,3iOvXCl6edW5Um0fXEBRXy,The xx,65,3833711
7GvkOFkNsM6Exnkyqeajqm,0.0714,210560,161.939,0.886,2.93e-05,0.498,9,5.33e-06,0.256,-4.678,0.252,4,0,7GvkOFkNsM6Exnkyqeajqm,13,Moving to New York,62,0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,65,1018655
5T9ir6tlqhhbKVzIC0ssbs,0.0377,161400,140.905,0.909,0.00252,0.753,5,3.78e-05,0.283,-4.196,0.501,4,1,5T9ir6tlqhhbKVzIC0ssbs,6,Delivery,50,0IBAqjHG8DSaD7PPCGnGiZ,Babyshambles,44,257200
2UKARCqDrhkYDoVR4FN5Wi,0.05,218000,136.018,0.965,6.94e-06,0.349,2,0.000402,0.11,-4.232,0.408,4,1,2UKARCqDrhkYDoVR4FN5Wi,11,Plug in Baby,66,12Chz98pHFMPJEknJQMWvI,Muse,75,7214355
4l9gNfeexV0FJ7traSwtNf,0.0308,209267,131.675,0.763,0.00196,0.35,7,9.23e-06,0.125,-6.732,0.524,4,1,4l9gNfeexV0FJ7traSwtNf,18,This Is The Last Time,0,53A0W3U0s8diEn9RhXQhVz,Keane,72,2725273
4Hff1IjRbLGeLgFgxvHflk,0.0372,245000,120.264,0.891,0.0229,0.966,11,0.0869,0.298,-5.852,0.76,4,0,4Hff1IjRbLGeLgFgxvHflk,1,DARE,75,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,79,9573534
7oQSevUCbYs4QawXTHQVV1,0.0326,260560,103.032,0.762,0.026,0.842,7,0.0,0.0981,-4.307,0.712,4,1,7oQSevUCbYs4QawXTHQVV1,1,Rock DJ,54,2HcwFjNelS49kFbfvMxQYw,Robbie Williams,71,2546978
4xiyq1iRdsxuU1BPUJ490Z,0.116,203267,185.075,0.523,0.0745,0.965,11,0.703,0.0811,-11.139,0.724,4,1,4xiyq1iRdsxuU1BPUJ490Z,13,Close To Me,70,7bu3H8JO7d0UbMoVzbo70s,The Cure,75,4083676
77HEnF0ZLGpfVU1Jmo9on2,0.0274,265000,108.355,0.539,0.0827,0.397,4,0.000274,0.0784,-9.271,0.485,4,1,77HEnF0ZLGpfVU1Jmo9on2,10,Why Does It Always Rain On Me?,0,3bUwxJgNakzYKkqAVgZLlh,Travis,59,977068
3okPiJwW5nCLpug12sCL4p,0.08,142227,136.345,0.915,0.247,0.71,7,8.46e-05,0.0613,-5.062,0.563,4,1,3okPiJwW5nCLpug12sCL4p,2,All Day and All of the Night,0,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,65,2263102
3zqTlJtp7KTPrNUKNahvAo,0.0356,337973,125.547,0.621,0.0151,0.304,2,0.01,0.174,-12.224,0.491,4,1,3zqTlJtp7KTPrNUKNahvAo,4,Where The Streets Have No Name,0,51Blml2LZPmy7TTiAg47vQ,U2,76,10420692
2KUWLTloBHWY12Hn7fJ4Ru,0.0534,197467,117.008,0.899,0.0913,0.656,10,0.0,0.559,-2.877,0.666,4,1,2KUWLTloBHWY12Hn7fJ4Ru,10,Higher,10,15qI5w4XJFLRMwOp2VrlD5,The Saturdays,53,733231
5Td8uwJOhBJx4tyRlnk8WI,0.0284,165053,120.009,0.908,0.0184,0.973,0,0.0,0.0896,-5.275,0.778,4,1,5Td8uwJOhBJx4tyRlnk8WI,15,Alfie,41,13saZpZnCDWOI9D4IJhp1f,Lily Allen,67,1930890
4Pxiq7tRULJLlMAo8Vh356,0.0639,174293,161.831,0.969,0.0586,0.34,0,0.0,0.398,-3.548,0.287,4,1,4Pxiq7tRULJLlMAo8Vh356,3,The Bartender And The Thief,0,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,62,1370073
4wzt5Rrk3W98pHXAqutuJw,0.0334,311292,120.318,0.554,0.00541,0.163,7,0.00202,0.155,-10.839,0.415,4,0,4wzt5Rrk3W98pHXAqutuJw,10,Talk,64,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,40064381
0SuG9kyzGRpDqrCWtgD6Lq,0.0461,526387,116.068,0.328,0.694,0.11,1,0.0,0.112,-9.864,0.526,4,1,0SuG9kyzGRpDqrCWtgD6Lq,18,Give Me Love,70,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,90,105492653
6uCkvrBH53QrYOwynsrAbC,0.0349,168587,144.598,0.861,0.121,0.938,0,0.0,0.364,-5.126,0.632,4,0,6uCkvrBH53QrYOwynsrAbC,3,Baggy Trousers,0,4AYkFtEBnNnGuoo8HaHErd,Madness,59,652681
73HDhawpwfPF7EzyEyPtH8,0.0372,169400,111.538,0.622,0.476,0.609,2,0.0,0.0624,-5.416,0.268,3,0,73HDhawpwfPF7EzyEyPtH8,1,You Don't Have To Say You Love Me,0,5zaXYwewAXedKNCff45U5l,Dusty Springfield,64,384550
7y8cq2fiwZK0Ed0dbnP6gV,0.0579,202881,126.09,0.815,0.00709,0.393,5,0.0,0.0825,-3.378,0.567,4,1,7y8cq2fiwZK0Ed0dbnP6gV,4,Walks Like Rihanna,0,2NhdGz9EDv2FeUw6udu2g1,The Wanted,64,2548230
740Au2frGDk4QcTm8xtAph,0.0391,245100,131.052,0.91,0.00159,0.293,9,5.29e-05,0.248,-7.06,0.473,4,1,740Au2frGDk4QcTm8xtAph,28,Life in Technicolor ii,30,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,40064381
0UAB340gAcSMk3r0a8PTag,0.0315,229107,151.809,0.715,0.0607,0.225,0,0.0,0.274,-4.446,0.498,4,1,0UAB340gAcSMk3r0a8PTag,86,More Than This,64,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,84,28271703
3jp7Ryj1sX3riA7NQaVlLd,0.0301,215853,131.578,0.691,0.0489,0.729,4,0.0,0.0835,-4.571,0.599,4,1,3jp7Ryj1sX3riA7NQaVlLd,9,Whistle For The Choir,50,3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,60,772781
4vvK7kQ42AAXabZAXiGsDH,0.0254,261440,88.04,0.706,0.173,0.319,0,0.00015,0.209,-8.01,0.425,4,1,4vvK7kQ42AAXabZAXiGsDH,74,Sonnet,0,2cGwlqi3k18jFpUyTrsR84,The Verve,65,1996714
2nGFzvICaeEWjIrBrL2RAx,0.0362,215360,96.038,0.511,0.167,0.542,9,1.34e-06,0.133,-7.844,0.739,4,1,2nGFzvICaeEWjIrBrL2RAx,2,Put Your Records On,76,29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae,61,705987
414a7UjgozCezMUz6Ng70h,0.0362,273160,80.9,0.679,0.21,0.542,7,0.000167,0.354,-5.976,0.495,4,0,414a7UjgozCezMUz6Ng70h,3,Maybe Tomorrow,0,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,62,1370073
